Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",5,185.00000000000003,5,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",6,185.00000000000003,5,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Squat (Barbell)",7,185.00000000000003,5,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",1,95.0,3,0,0,"",,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",2,115.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",3,135.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",4,155.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",5,185.00000000000003,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",6,205.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",7,205.0,3,0,0,,,
2023-01-31 08:02:31,"2) Legs & Abs 2",1h 26min,"Romanian Deadlift (Barbell)",8,205.0,3,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",1,95.0,3,0,0,"","",
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",2,115.0,3,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",3,135.0,3,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",4,155.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",5,160.0,3,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",6,160.0,3,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Bench Press (Barbell)",7,160.0,3,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Incline Chest Press (Machine)",1,90.0,3,0,0,"",,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Incline Chest Press (Machine)",2,100.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Incline Chest Press (Machine)",3,110.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Incline Chest Press (Machine)",4,110.0,4,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Incline Chest Press (Machine)",5,110.0,4,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Cable Crossover",1,60.0,5,0,0,"",,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Cable Crossover",2,60.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Cable Crossover",3,60.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Cable Kickback",1,45.0,10,0,0,"",,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Cable Kickback",2,45.0,10,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Cable Kickback",3,45.0,10,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Pullover (Dumbbell)",1,50.0,5,0,0,"",,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Pullover (Dumbbell)",2,45.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Pullover (Dumbbell)",3,40.0,5,0,0,,,
2023-02-02 08:32:05,"1) Chest 2 (Shelburne)",51min,"Pullover (Dumbbell)",4,35.0,5,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Bench Press (Barbell)",1,115.0,3,0,0,"","",
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Bench Press (Barbell)",2,135.0,3,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Bench Press (Barbell)",3,155.0,5,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Bench Press (Barbell)",4,155.0,3,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Incline Chest Press (Machine)",1,100.0,3,0,0,"",,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Incline Chest Press (Machine)",2,110.0,6,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Incline Chest Press (Machine)",3,110.0,5,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Cable Crossover",1,60.0,7,0,0,"",,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Cable Crossover",2,60.0,6,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Cable Crossover",3,60.0,5,0,0,,,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Flat Leg Raise",1,0,6,0,0,"",,
2023-02-13 08:08:22,"1) Chest 2 (Shelburne)",1h 26min,"Flat Leg Raise",2,0,6,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Rowing (Machine)",1,0,0,0,240,"","",
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Squat (Barbell)",1,95.0,3,0,0,"",,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Squat (Barbell)",2,115.0,3,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Squat (Barbell)",3,135.0,3,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Squat (Barbell)",4,165.0,6,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Squat (Barbell)",5,165.0,6,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Squat (Barbell)",6,165.0,6,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Romanian Deadlift (Barbell)",1,185.00000000000003,3,0,0,"",,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Romanian Deadlift (Barbell)",2,205.0,3,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Romanian Deadlift (Barbell)",3,225.0,6,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Romanian Deadlift (Barbell)",4,225.0,6,0,0,,,
2023-02-14 10:28:57,"2) Legs & Abs 2",4min,"Romanian Deadlift (Barbell)",5,225.0,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Rowing (Machine)",1,0,0,0.5,240,"","",
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Bent Over Row (Barbell)",1,95.0,5,0,0,"",,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Bent Over Row (Barbell)",2,115.0,5,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Bent Over Row (Barbell)",3,135.0,3,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Bent Over Row (Barbell)",4,155.0,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Bent Over Row (Barbell)",5,155.0,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Bent Over Row (Barbell)",6,155.0,5,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Good Morning (Barbell)",1,95.0,3,0,0,"",,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Good Morning (Barbell)",2,115.0,3,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Good Morning (Barbell)",3,125.0,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Good Morning (Barbell)",4,125.0,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Good Morning (Barbell)",5,125.0,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Lat Pulldown (Cable)",1,115.0,6,0,0,"",,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Lat Pulldown (Cable)",2,125.00000000000001,6,0,0,,,
2023-02-16 08:16:44,"3) Back & Biceps 2",1h 36min,"Lat Pulldown (Cable)",3,125.0,6,0,0,,,
